permiso,razon_social,categoria,lat,lng,coordenadas,precio_mediano
PL/19978/EXP/ES/2017,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.80243,-100.5863,"25.80243,-100.5863",23.99
PL/20612/EXP/ES/2017,"Energeticos del Altiplano, S.A. de C.V.",Resto mercado,25.78876,-100.4958,"25.78876,-100.4958",23.99
PL/20776/EXP/ES/2017,"Petromax, S.A. de C.V.",Petromax cara,25.72923,-100.1994,"25.72923,-100.1994",24.24
PL/20780/EXP/ES/2017,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.64147,-100.0893,"25.64147,-100.0893",23.99
PL/20850/EXP/ES/2018,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.74908,-100.4287,"25.74908,-100.4287",23.99
PL/21066/EXP/ES/2018,"Grupo Cordoba Hernandez, S.A. de C.V.",Resto mercado,25.81975,-100.3974,"25.81975,-100.3974",23.8
PL/21456/EXP/ES/2018,Super Comercial Azteca S. de R.L. de C.V.,Resto mercado,25.73051,-100.2741,"25.73051,-100.2741",23.99
PL/21616/EXP/ES/2018,Servicio Petro Las Brujas S.A. de C.V.,Resto mercado,25.82346,-100.3649,"25.82346,-100.3649",23.94
PL/21791/EXP/ES/2018,"Petromax, S.A. de C.V.",Petromax cara,25.76265,-99.98902,"25.76265,-99.98902",24.34
PL/21991/EXP/ES/2018,"Petromax, S.A. de C.V.",Petromax precio mercado,25.8129,-100.3797,"25.8129,-100.3797",23.99
PL/22417/EXP/ES/2019,"Servicio Express Hidalgo, S.A. de C.V.",Resto mercado,25.64915,-100.1626,"25.64915,-100.1626",23.99
PL/22644/EXP/ES/2019,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.68137,-100.1689,"25.68137,-100.1689",23.99
PL/22645/EXP/ES/2019,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.87565,-100.289,"25.87565,-100.289",23.99
PL/22867/EXP/ES/2019,Multiservicio la Esperanza Sa de Cv,Resto mercado,25.65414,-100.1215,"25.65414,-100.1215",23.99
PL/22869/EXP/ES/2019,"Petromax, S.A. de C.V.",Petromax precio mercado,25.77638,-100.4587,"25.77638,-100.4587",23.99
PL/22889/EXP/ES/2019,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.71483,-100.49,"25.71483,-100.49",23.99
PL/22891/EXP/ES/2019,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.76765,-100.4207,"25.76765,-100.4207",23.99
PL/22908/EXP/ES/2019,"Servicio Express Hidalgo, S.A. de C.V.",Resto mercado,25.63742,-100.0852,"25.63742,-100.0852",23.99
PL/23248/EXP/ES/2020,Multiservicio la Esperanza Sa de Cv,Resto mercado,25.87319,-100.2508,"25.87319,-100.2508",23.99
PL/23596/EXP/ES/2020,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.74821,-100.4258,"25.74821,-100.4258",23.99
PL/23667/EXP/ES/2020,"Servicio Figue Pesqueria, S.A. de C.V.",Resto mercado,25.76258,-99.99151,"25.76258,-99.99151",23.89
PL/23687/EXP/ES/2020,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.76023,-100.4588,"25.76023,-100.4588",23.99
PL/23699/EXP/ES/2020,Servicio Petro Valle S.A. de C.V.,Resto mercado,25.8009,-100.5832,"25.8009,-100.5832",23.94
PL/23773/EXP/ES/2021,Cesar Geronimo Ipiña Sifuentes,Resto mercado,25.62972,-100.175,"25.62972,-100.175",23.94
PL/23774/EXP/ES/2021,Cesar Geronimo Ipiña Sifuentes,Resto mercado,25.62455,-100.1174,"25.62455,-100.1174",23.99
PL/23775/EXP/ES/2021,Cesar Geronimo Ipiña Sifuentes,Resto mercado,25.64869,-100.0839,"25.64869,-100.0839",23.74
PL/23776/EXP/ES/2021,Cesar Geronimo Ipiña Sifuentes,Resto mercado,25.64303,-100.0926,"25.64303,-100.0926",23.64
PL/23916/EXP/ES/2021,Petro San Roque S.A. de C.V.,Resto mercado,25.62251,-100.1536,"25.62251,-100.1536",23.64
PL/23918/EXP/ES/2021,"Servicio Express Hidalgo, S.A. de C.V.",Resto mercado,25.69405,-100.1701,"25.69405,-100.1701",23.99
PL/24075/EXP/ES/2022,Super Servicio Quinta Avenida Sa de Cv,Resto mercado,25.71379,-100.2964,"25.71379,-100.2964",23.99
PL/24109/EXP/ES/2022,Servicio Petro Pesqueria 2 S.A. de C.V.,Resto mercado,25.71501,-100.103,"25.71501,-100.103",23.74
PL/24158/EXP/ES/2022,Petro Fuels Zacatal Sa de Cv,Resto mercado,25.56965,-99.98149,"25.56965,-99.98149",23.74
PL/24159/EXP/ES/2022,Petro Fuels Zacatal Sa de Cv,Resto mercado,25.56145,-100.0233,"25.56145,-100.0233",22.44
PL/24160/EXP/ES/2022,Petro Fuels San Carlos Sa de Cv,Resto mercado,25.91725,-100.2524,"25.91725,-100.2524",23.74
PL/24302/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.74304,-100.4205,"25.74304,-100.4205",23.99
PL/24304/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.74468,-100.4206,"25.74468,-100.4206",23.99
PL/24347/EXP/ES/2022,"Servicios Gasolineros de Mexico, S.A. de C.V.",Resto mercado,25.78556,-100.2794,"25.78556,-100.2794",23.99
PL/24295/EXP/ES/2022,"Inver Dyp, S.A. de C.V.",Resto mercado,25.8476,-100.1348,"25.8476,-100.1348",23.99
PL/24371/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.70383,-100.6081,"25.70383,-100.6081",23.99
PL/24373/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.70058,-100.1341,"25.70058,-100.1341",23.99
PL/24348/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.78541,-100.4759,"25.78541,-100.4759",23.99
PL/24375/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.76056,-100.4632,"25.76056,-100.4632",23.99
PL/24312/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.75875,-100.4047,"25.75875,-100.4047",23.99
PL/24378/EXP/ES/2022,"Mercantil Distribuidora, S.A. de C.V.",Resto mercado,25.66207,-100.3053,"25.66207,-100.3053",
PL/24351/EXP/ES/2022,Servicio Petro Santiago S.A. de C.V.,Resto mercado,25.58612,-100.2457,"25.58612,-100.2457",23.84
PL/24298/EXP/ES/2022,Gensa Auto Servicio Express S.A. de C.V.,Resto mercado,25.66632,-100.1281,"25.66632,-100.1281",23.99
PL/24315/EXP/ES/2022,Servicio Petro Pesqueria 3 S.A. de C.V.,Resto mercado,25.72217,-100.1112,"25.72217,-100.1112",23.54
PL/24391/EXP/ES/2022,"Servicio Ag Escobedo, S.A. de C.V.",Resto mercado,25.77172,-100.2907,"25.77172,-100.2907",23.74
PL/24546/EXP/ES/2022,Luis Alberto Rodriguez Cantu,Resto mercado,25.63019,-100.0749,"25.63019,-100.0749",23.99
PL/24694/EXP/ES/2022,"Comercializadora de Combustibles Miramar, S. A. de C. V.",Resto mercado,25.58641,-100.0288,"25.58641,-100.0288",22.49
PL/24738/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.75689,-100.4789,"25.75689,-100.4789",23.99
PL/24756/EXP/ES/2022,Servicio Lincoln Petro S.A. de C.V.,Resto mercado,25.78879,-100.4911,"25.78879,-100.4911",23.03
PL/24783/EXP/ES/2022,"Petromax, S.A. de C.V.",Petromax precio mercado,25.68065,-100.2908,"25.68065,-100.2908",
PL/24846/EXP/ES/2023,Energeticos Regzo S.A. de C.V.,Resto mercado,25.70786,-100.4796,"25.70786,-100.4796",23.69
PL/24946/EXP/ES/2023,Cesar Geronimo Ipiña Sifuentes,Resto mercado,25.69779,-100.107,"25.69779,-100.107",23.74
PL/24972/EXP/ES/2023,"Gensa Auto Servicio Express, S. A. de C. V.",Resto mercado,25.68443,-100.1172,"25.68443,-100.1172",23.99
PL/24994/EXP/ES/2023,Orsan del Norte S.A. de C.V.,Resto mercado,25.75889,-100.4667,"25.75889,-100.4667",23.99
PL/25106/EXP/ES/2023,Servicio Ancira Viejo S.A. de C.V.,Resto mercado,25.69755,-100.1111,"25.69755,-100.1111",23.99
PL/25111/EXP/ES/2023,"Figue Valle Huasteca, S .A. de C. V.",Resto mercado,25.78655,-100.4829,"25.78655,-100.4829",23.09
PL/25159/EXP/ES/2023,"Gazpro, S.A. de C.V.",Resto mercado,25.68543,-100.1173,"25.68543,-100.1173",23.74
PL/25177/EXP/ES/2023,"Gazpro, S. A. de C. V.",Resto mercado,25.78912,-100.5813,"25.78912,-100.5813",23.94
PL/25219/EXP/ES/2023,"Gensa Auto Servicio Express, S.A. de C.V.",Resto mercado,25.69443,-100.0897,"25.69443,-100.0897",23.99
PL/25226/EXP/ES/2023,"Organización Pego Zuazua, S. A. de C. V.",Resto mercado,25.90322,-100.1511,"25.90322,-100.1511",22.99
PL/25234/EXP/ES/2023,"Mercantil Distribuidora, S. A. de C. V.",Resto mercado,25.79265,-100.3249,"25.79265,-100.3249",
PL/25236/EXP/ES/2023,"Petro Fuels Zacatal, S. A. de C. V.",Resto mercado,25.77494,-100.1974,"25.77494,-100.1974",23.74
PL/25292/EXP/ES/2023,"Gasorec el Carmen, S. A. de C. V.",Resto mercado,25.94362,-100.3387,"25.94362,-100.3387",23.99
PL/25333/EXP/ES/2023,Gensa Auto Servicio Express S.A. de C.V.,Resto mercado,25.71508,-100.1671,"25.71508,-100.1671",23.99
PL/25382/EXP/ES/2023,"Burgos Plus Gasolineras, S.A. de C.V.",Resto mercado,25.63648,-100.2723,"25.63648,-100.2723",23.99
PL/25451/EXP/ES/2023,"Petro Fuels Zacatal, S.A de C.V.",Resto mercado,25.57367,-100.0035,"25.57367,-100.0035",22.44
PL/25481/EXP/ES/2024,"Energeticos del Altiplano, S.A. de C.V.",Resto mercado,25.63282,-100.0982,"25.63282,-100.0982",
PL/25493/EXP/ES/2024,"Petromax, S.A. de C.V.",Petromax cara,25.61592,-100.0541,"25.61592,-100.0541",24.189999999999998
PL/25496/EXP/ES/2024,"Gasorec Acapulco, Sa de Cv",Resto mercado,25.716,-100.1606,"25.716,-100.1606",23.99
PL/25540/EXP/ES/2024,Gensa Auto Servicio Express S.A. de C.V.,Resto mercado,25.82117,-100.1039,"25.82117,-100.1039",23.99
PL/25562/EXP/ES/2024,Cesar Geronimo Ipiña Sifuentes,Resto mercado,25.66275,-100.0812,"25.66275,-100.0812",23.74
PL/25620/EXP/ES/2024,"Corporativo Gasolinero Montevic, S. A. de C. V.",Resto mercado,25.80326,-100.3164,"25.80326,-100.3164",23.59
PL/25655/EXP/ES/2024,"Petromax, S. A. de C. V.",Petromax precio mercado,25.84565,-100.3188,"25.84565,-100.3188",23.99
PL/25769/EXP/ES/2024,"Mercantil Distribuidora, S.A. de C.V.",Resto mercado,25.76824,-100.2313,"25.76824,-100.2313",23.99
PL/25900/EXP/ES/2024,"Servicio Gaspef, S.A. de C.V.",Resto mercado,25.86718,-100.1268,"25.86718,-100.1268",23.49
PL/25955/EXP/ES/2024,"Energeticos del Altiplano, S.A. de C.V.",Resto mercado,25.89036,-100.1145,"25.89036,-100.1145",22.99
CNE/PL/145/EXP/ES/2025,"Estacion Rj, S. A. de C. V.",Resto mercado,25.68792,-100.4943,"25.68792,-100.4943",23.5
